CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_ELECTION_YR,CAND_OFFICE_ST,CAND_OFFICE,CAND_OFFICE_DISTRICT,CAND_ICI,CAND_STATUS,CAND_PCC
H4WA05127,"PAKOOTAS, JOSEPH A",DEM,2016,WA,H,5,C,C,C00552786
H4WA05135,"WILSON, DAVID J",OTH,2016,WA,H,5,C,C,C00555466
H4WA06075,"MCCLENDON, MARTIN",REP,2014,WA,H,6,C,P,C00565812
H4WA07065,"MCQUAID, DOUGLAS WIGHT",IND,2014,WA,H,7,C,N,C00564682
H4WA07073,"KELLER, CRAIG",REP,2016,WA,H,7,O,N,C00569707
H4WA08071,"REICHERT, DAVE",REP,2016,WA,H,8,I,C,C00397737
H4WA08121,"RITCHIE, JASON",DEM,2016,WA,H,8,C,C,C00550145
H4WA09061,"BASLER, DOUGLAS MICHAEL",REP,2016,WA,H,9,C,C,C00566232
H4WA10010,"MCDONALD, JOYCE",REP,2014,WA,H,10,C,P,C00560342
H4WA10036,"WRIGHT, SAMUEL G",HRP,2014,WA,H,10,C,N,C00564302
H4WI01130,"KALEKA, AMARDEEP",DEM,2014,WI,H,1,C,P,C00552513
H4WI02054,"MAGNUM, DAVID ROBERT",REP,2006,WI,H,2,C,P,C00401067
H4WI03136,"VAN DOREN, KEN",REP,2014,WI,H,3,C,P,C00556563
H4WI03144,"KURTZ, TONY",REP,2014,WI,H,3,C,P,C00561035
H4WI03151,"MUELLER, KAREN L",REP,2014,WI,H,3,C,P,C00563718
H4WI04183,"MOORE, GWEN S",DEM,2016,WI,H,4,I,C,C00397505
H4WI04241,"GEORGE, GARY R.",DEM,2016,WI,H,4,C,N,
H4WI04258,"KING, DAVID D",REP,2014,WI,H,4,C,N,C00564864
H4WI04266,"RAYMOND, ROBERT",IND,2016,WI,H,4,C,N,
H4WI05099,"ROCKWOOD, CHRISTOPHER B",DEM,2014,WI,H,5,C,P,C00562058
H4WI06048,"GROTHMAN, GLENN S.",REP,2016,WI,H,6,I,C,C00561597
H4WI06055,"STROEBEL, S DUANE JR",REP,2014,WI,H,6,O,P,C00561993
H4WI06063,"LEIBHAM, JOE",REP,2014,WI,H,6,O,P,C00562496
H4WI06071,"HARRIS, MARK L",DEM,2014,WI,H,6,O,P,C00562298
H4WI06097,"OLSON, NANCY L",REP,2014,WI,H,6,O,N,C00564757
H4WI07095,"WESTLUND, KELLY",DEM,2016,WI,H,7,C,N,C00553370
H4WI08077,"GRUETT, RON",DEM,2014,WI,H,8,C,P,C00564856
H4WV02064,"DUNN, MATTHEW ELLIOT",DEM,2014,WV,H,2,O,N,C00541060
H4WV02072,"CASEY, GEORGE NICHOLAS JR",DEM,2014,WV,H,2,O,P,C00544221
H4WV02080,"MOONEY, ALEXANDER XAVIER",REP,2016,WV,H,2,I,C,C00629949
H4WV02106,"POORE, MESHEA",DEM,2014,WV,H,2,O,P,C00546929
H4WV02114,"WALTERS, RONALD NEAL JR",REP,2014,WV,H,2,O,P,C00548701
H4WV02122,"REED, KENNETH RAY",REP,2014,WV,H,2,O,P,C00549469
H4WV02163,"RABEL, EDWARD LAWRENCE JR",IND,2014,WV,H,2,O,P,C00566828
H4WV03070,"JENKINS, EVAN H",REP,2016,WV,H,3,I,C,C00548271
H4WY00188,"SENTENEY, JASON ADAM",REP,2016,WY,H,0,O,N,
H5MD05018,"SUMMERS, JASON",LIB,2016,MD,H,5,C,N,
H6AK00045,"YOUNG, DONALD E",REP,2016,AK,H,0,I,C,C00012229
H6AK00235,"LINDBECK, STEVE",DEM,2016,AK,H,,,C,C00615302
H6AK00243,"HIBLER, WILLIAM D",DEM,2016,AK,H,0,C,N,C00621029
H6AK00250,"HINZ, LYNETTE",DEM,2016,AK,H,0,C,N,
H6AK00268,"HEIKES, GERALD L",REP,2016,AK,H,0,C,N,
H6AK00276,"TINGLEY, JESSE J",REP,2016,AK,H,0,C,N,
H6AK00284,"WRIGHT, STEPHEN T",REP,2016,AK,H,0,C,N,
H6AK00292,"WATTS, JON BRIGGS",LIB,2016,AK,H,0,C,N,
H6AK00300,"SOUPHANAVONG, BERNIE",NPA,2016,AK,H,0,C,N,
H6AK00318,"KILE, ZACHARY A",OTH,2016,AK,H,0,C,N,
H6AK01050,"SOUPHANAVONG, BERNARD IGNATIUS MR",NON,2016,AK,H,0,C,N,
H6AL01060,"YOUNG JR, LARRY DEAN",REP,2016,AL,H,1,C,C,C00592667
H6AL02142,"GERRITSON, REBECCA (BECKY)",REP,2016,AL,H,2,C,C,C00588244
H6AL02159,"ROGERS, ROBERT L",REP,2016,AL,H,2,C,C,C00591982
H6AL02167,"MATHIS, NATHAN",DEM,2016,AL,H,2,C,N,C00627976
H6AL03157,"DICHIARA, LARRY",REP,2016,AL,H,3,C,C,C00589218
H6AL04098,"ADERHOLT, ROBERT BROWN",REP,2016,AL,H,4,I,C,C00313247
H6AL04148,"NORRIS, PHILLIP",REP,2016,AL,H,4,C,N,C00579268
H6AL05038,"FLIPPO, RONNIE GENE",DEM,1990,AL,H,5,C,P,C00048371
H6AL05202,"BOYD, WILLIE ""WILL"" DR. JR.",DEM,2016,AL,H,5,C,C,C00581819
H6AL06127,"PUTMAN, DAVID",DEM,2016,AL,H,6,C,C,C00586750
H6AL07174,"BISHOP, CHRISTOPHER ANDREW",IND,2016,AL,H,7,C,N,
H6AR01072,"BERRY, MARION",DEM,2010,AR,H,1,C,P,C00313734
H6AR01114,"WEST, MARK",LIB,2016,AR,H,1,C,N,
H6AR02245,"CURRY, DIANNE",DEM,2016,AR,H,2,C,C,C00587105
H6AR02252,"OLREE, BROCK",REP,2016,AR,H,2,C,C,C00592758
H6AR02260,"WESCOTT, MATHEW",OTH,2016,AR,H,2,C,N,
H6AR03094,"LAFRANCE, NATHAN",LIB,2016,AR,H,3,C,N,
H6AR03110,"ISAACSON, STEVEN JAY",LIB,2016,AR,H,3,C,N,C00625376
H6AR04076,"HICKS, KERRY",LIB,2016,AR,H,4,C,N,
H6AS00031,"HUNKIN-FINAU, VAITINASA SALU",DEM,2016,AS,H,,,C,C00620351
H6AS00049,"JONES, TIM",UNK,2016,AS,H,0,C,N,
H6AZ00027,"CRUM, WILLIAM STEPHEN",GRE,2010,AZ,H,2,C,N,C00484071
H6AZ01173,"BENNETT, KEN",REP,2016,AZ,H,1,O,C,C00582536
H6AZ01181,"OLIVAS, MIGUEL",DEM,2016,AZ,H,1,O,N,C00582866
H6AZ01199,"O'HALLERAN, TOM",DEM,2016,AZ,H,1,O,C,C00582890
H6AZ01207,"REDD, SHAWN MR.",REP,2016,AZ,H,1,O,C,C00586958
H6AZ01215,"GOWAN , DAVID MATTHEW SR",REP,2016,AZ,H,1,O,C,C00590216
H6AZ01223,"MALONEY, JAMES",DEM,2016,AZ,H,1,O,C,C00594150
H6AZ01231,"MALNES, BRIAN EDWARD",IND,2016,AZ,H,1,O,C,C00607689
H6AZ01249,"BEGAY, CARLYLE WILMER",REP,2016,AZ,H,1,O,C,C00611442
H6AZ01256,"SULLIVAN, KAYTO MR JR",DEM,2016,AZ,H,1,O,N,C00616524
H6AZ01264,"PARRISH, RAY",GRE,2016,AZ,H,1,O,N,
H6AZ02171,"STEELE, VICTORIA L",DEM,2016,AZ,H,2,C,C,C00580712
H6AZ02189,"HEINZ, MATTHEW GERALD DR.",DEM,2016,AZ,H,2,C,C,C00582221
H6AZ02197,"BEAN, ROWAN MR",IND,2016,AZ,H,2,C,N,C00588897
H6AZ02205,"TILTON, EDWARD G JR",LIB,2016,AZ,H,2,C,N,
H6AZ02213,"SWING, GARY",GRE,2016,AZ,H,2,C,N,
H6AZ03112,"STUMP, BOB",REP,2004,AZ,H,2,C,P,C00109140
H6AZ03179,"SAN MIGUEL, EDNA",REP,2016,AZ,H,3,C,N,C00579060
H6AZ03187,"VILLARREAL, JAMES",DEM,2016,AZ,H,3,C,C,C00605527
H6AZ03195,"BACON, EAT",IND,2016,AZ,H,3,C,N,C00605733
H6AZ03203,"GIOVE, SALVADORE",REP,2016,AZ,H,3,C,N,C00617563
H6AZ03211,"MARTIN, HARVEY LCPL",VET,2016,AZ,H,3,C,N,C00618488
H6AZ03229,GO VEGAN,UNK,2016,AZ,H,3,C,N,C00621292
H6AZ03237,"ROSS, MIKE",LIB,2016,AZ,H,3,C,N,
H6AZ03245,"ABATECOLA, BILL",REP,2016,AZ,H,3,C,N,
H6AZ04177,"STRAUSS, RAYMOND JOHN",REP,2016,AZ,H,4,C,C,C00588582
H6AZ04185,"HIXON, ROBERT",DEM,2016,AZ,H,4,C,N,
H6AZ04193,"DANIELS, JEFFERY",LIB,2016,AZ,H,4,C,N,
H6AZ05083,"BIGGS, ANDY",REP,2016,AZ,H,5,O,C,C00610451
H6AZ05091,"OLSON, JUSTIN",REP,2016,AZ,H,5,O,C,C00611574
H6AZ05109,"MARTYN, BRYAN",REP,2016,AZ,H,5,O,N,C00613547
H6AZ05117,"STAPLEY, DONALD T",REP,2016,AZ,H,5,O,C,C00613869
H6AZ05125,"JONES, CHRISTINE",REP,2016,AZ,H,5,O,C,C00612812
H6AZ05133,"FUENTES, TALIA",DEM,2016,AZ,H,5,O,C,C00615542
H6AZ05141,"REMAKLUS, KINSEY",DEM,2016,AZ,H,5,O,N,
H6AZ05158,"DANIELS, NOLAN",LIB,2016,AZ,H,5,O,N,
H6AZ06057,"SINUK, BRIAN",DEM,2016,AZ,H,6,C,N,
H6AZ06065,"SUTTON, AARON",DEM,2016,AZ,H,6,C,N,
H6AZ06081,"WITTENBERG, RUSS",DEM,2016,AZ,H,6,C,N,
H6AZ07022,"COBB, JOE",LIB,2016,AZ,H,7,C,N,C00565192
H6AZ07030,"NUNEZ, EVANGELINE MARTINEZ",REP,2016,AZ,H,7,C,C,C00616003
H6AZ07048,"WESTBROOKS, NEIL B.",GRE,2016,AZ,H,7,C,N,
H6AZ08178,"ARMSTRONG-STONER, DEREK JAMES",DEM,2016,AZ,H,8,C,C,C00592840
H6AZ08194,"DEVIVO, JOE",DEM,2016,AZ,H,8,C,N,
H6AZ08202,"KEENER III, HAYDEN",REP,2016,AZ,H,8,C,N,
H6AZ09010,"GILES, DAVID VICTOR",REP,2016,AZ,H,9,C,C,C00572602
H6AZ09028,"GROEN, ROSS",REP,2016,AZ,H,9,C,N,
H6AZ09036,"AGRA, JOHN",REP,2016,AZ,H,9,C,C,C00609990
H6AZ09044,"SHELDON, MATTHEW DOUGLAS",REP,2016,AZ,H,9,C,N,C00617613
H6AZ09051,"SHIPLEY, MIKE",LIB,2016,AZ,H,9,C,N,
H6AZ09069,"DOLEGO, CARY",GRE,2016,AZ,H,9,C,N,
H6AZ09077,"BELLO, AXEL",IND,2016,AZ,H,9,C,N,
H6CA00147,"POWELL, MARK EDWARD",OTH,2016,CA,H,50,C,N,C00497495
H6CA00154,"DAVIDSON, STIEVEN LEE MR",REP,2016,CA,H,0,C,N,
H6CA00162,"WHITE, JEFFERY SAALIK",REP,2016,CA,H,0,C,N,
H6CA00170,"ESTRADA, LUIS CARLOS MR.",DEM,2016,CA,H,0,C,N,
H6CA01178,"WRIGHT, DOUGLAS A.",REP,2016,CA,H,1,C,C,C00605535
H6CA01186,"MONTES, JOSEPH",REP,2016,CA,H,1,C,C,C00608265
H6CA01194,"REED, JAMES E",DEM,2016,CA,H,1,C,C,C00609958
H6CA01202,"PETERSON, DAVID",DEM,2016,CA,H,1,C,N,
H6CA01210,"BRANCA, ALBERT JAMES MR.",REP,2016,CA,H,1,C,N,
H6CA02226,"CAFFREY, ANDY",DEM,2016,CA,H,2,C,N,C00610519
H6CA02234,"SCHRODE, ERIN AZARIA",DEM,2016,CA,H,2,C,C,C00612929
H6CA02242,"WOOKEY, MATTHEW ROBERT",NPA,2016,CA,H,2,C,N,
H6CA03117,"CLEEK, N EUGENE MD",REP,2016,CA,H,3,C,C,C00576348
H6CA03125,"DETERT, RYAN",REP,2016,CA,H,3,C,C,C00609867
H6CA04156,"DERLET, ROBERT WAYNE",DEM,2016,CA,H,4,C,C,C00588970
H6CA04164,"WHITE, SEAN",DEM,2016,CA,H,4,C,N,
H6CA05195,"MATSUI, DORIS",DEM,2016,CA,H,6,I,C,C00409219
H6CA05336,"SANTAMARIA, CARLOS J",REP,2016,CA,H,5,C,N,C00610006
H6CA05344,"PALSSON, NILS",DEM,2016,CA,H,5,C,C,C00612069
H6CA05351,"POLING, ALEX",DEM,2016,CA,H,5,C,N,
H6CA06219,"JEFFERSON, DELMA JRMAR",DEM,2016,CA,H,6,C,N,
H6CA06227,"EVANS, ROBERT S",REP,2016,CA,H,6,C,N,C00609610
H6CA06235,"GALVAN, MARIO",NNE,2016,CA,H,6,C,N,C00623363
H6CA06243,"KIPUKE, OMBA JOEL",REP,2018,CA,H,6,,N,C00627117
H6CA07043,"MILLER, GEORGE",DEM,2014,CA,H,11,C,P,C00026757
H6CA07118,"MCCONNELL, CAMDEN",LIB,2008,CA,H,7,C,N,C00426130
H6CA07126,"JONES, SCOTT",REP,2016,CA,H,7,C,C,C00592113
H6CA08132,"CHAVEZ- O'CHOA, BRIAN",REP,2006,CA,H,8,C,N,C00413773
H6CA08181,"NOBLE, SANDRA QUEEN",OTH,2016,CA,H,8,C,N,C00589382
H6CA08199,"LAPLANTE, ROGER ALAN",DEM,2016,CA,H,8,C,N,C00607069
H6CA08207,"DONNELLY, TIM",REP,2016,CA,H,8,C,C,C00611673
H6CA08215,"PINKERTON, JOHN",DEM,2016,CA,H,8,C,N,
H6CA09023,"STARK, FORTNEY HILLMAN JR",DEM,2012,CA,H,15,C,P,C00020974
H6CA09098,"NANCE, KATHRYN D",REP,2016,CA,H,9,C,C,C00572404
H6CA09106,"APPLEBY, ALEXANDER E",LIB,2016,CA,H,9,C,N,C00595165
H6CA10146,"HODGES, ROBERT L",REP,2016,CA,H,10,C,N,
H6CA11169,"PETERSEN, ROGER",REP,2016,CA,H,11,C,C,C00608281
H6CA12175,"PICUS, PRESTON",IND,2016,CA,H,12,C,C,C00572073
H6CA12183,"MILLER, ROBERT",REP,2016,CA,H,12,C,C,C00612416
H6CA13140,"CARO, SUZANNE M",REP,2016,CA,H,13,C,N,C00603316
H6CA13157,"DAVIS, MARIE",REP,2015,CA,H,13,C,N,
H6CA14114,"CARDENAS, ANGEL",REP,2016,CA,H,14,C,N,C00612390
H6CA15152,"TURNER, DANNY REID",REP,2016,CA,H,15,C,N,C00611855
H6CA16135,"ROGERS, DAVID BRYAN",REP,2016,CA,H,16,C,C,C00573808
H6CA17141,"COHEN, RONALD H",REP,2016,CA,H,17,C,N,C00591784
H6CA17158,"KUO, PETER",REP,2016,CA,H,17,C,C,C00609412
H6CA17166,"OLIVERIO, PIERLUIGI",DEM,2016,CA,H,17,C,C,C00611509
H6CA17174,"WATSON, KENNITA",LIB,2016,CA,H,17,C,N,
H6CA18115,"HARLOW, BOB",DEM,2016,CA,H,18,C,N,C00608786
H6CA19121,"LANCASTER, GORDON K CA",REP,2016,CA,H,19,C,C,C00614511
H6CA20145,"LUCIUS, CASEY",REP,2016,CA,H,20,O,C,C00578732
H6CA20152,"PANETTA, JAMES VARNI",DEM,2016,CA,H,20,O,C,C00592154
H6CA20160,"BRUNER, MATTHEW",IND,2016,CA,H,20,O,N,C00602714
H6CA20178,"WILLIAMS, JOE",PAF,2016,CA,H,20,O,N,
H6CA20186,"DIGBY, JACK",NPA,2016,CA,H,20,O,N,
H6CA20194,"HONEGGER, BARBARA",NPA,2016,CA,H,20,O,N,
H6CA20202,"LUCAS, BENJAMIN",DEM,2016,CA,H,24,O,N,
H6CA21028,"GALLEGLY, ELTON",REP,2012,CA,H,24,C,P,C00194803
H6CA21176,"HAZE, ERNEST STEVEN",DEM,2010,CA,H,20,C,P,C00422642
H6CA21192,"PARRA, DANIEL",DEM,2016,CA,H,21,C,C,C00575399
H6CA21200,"PEREZ, CONNIE",DEM,2016,CA,H,21,C,C,C00590885
H6CA21218,"HUERTA, EMILIO JESUS MR.",DEM,2016,CA,H,21,C,C,C00602888
H6CA21226,"SPEARS, LINDA MARIMARIE AKA ""WHITEFEAT",IND,2016,CA,H,21,C,N,
H6CA22125,"MCCARTHY, KEVIN",REP,2016,CA,H,23,I,C,C00420935
H6CA22166,"ANDRES, TERESITA AYA",UNK,2016,CA,H,22,C,N,C00593566
H6CA22174,"SANTIAGO, ALBERTO ZUNIGA",IND,2016,CA,H,22,C,N,
H6CA22182,"CAMPOS, LOUIE J",DEM,2016,CA,H,22,C,N,
H6CA23206,"REED, WENDY",DEM,2016,CA,H,23,C,C,C00592220
H6CA23214,"MORRIS, GERALD A",REP,2016,CA,H,23,C,N,C00607887
H6CA23222,"METTLER, KEN",REP,2016,CA,H,23,C,C,C00612531
H6CA24048,"WAXMAN, HENRY A",DEM,2014,CA,H,33,C,P,C00013128
H6CA24113,"SHERMAN, BRAD",DEM,2016,CA,H,30,I,C,C00308742
H6CA24253,"MARTINEZ, JILL MARIE",DEM,2010,CA,H,24,C,N,C00416032
H6CA24279,"TENENBAUM, MICHAEL",REP,2008,CA,H,24,C,P,C00423178
H6CA24287,"OSTRANDER, WILLIAM",DEM,2016,CA,H,24,O,C,C00575696
H6CA24295,"ACHADJIAN, KHATCHIK",REP,2016,CA,H,24,O,C,C00575886
H6CA24303,"CARBAJAL, SALUD",DEM,2016,CA,H,24,O,C,C00576041
H6CA24311,"SCHNEIDER, HELENE",DEM,2016,CA,H,24,O,C,C00576009
H6CA24329,"KOKKONEN, MATT",REP,2016,CA,H,24,O,C,C00606897
H6CA24337,"OSHINS, JEFF",DEM,2016,CA,H,24,O,N,C00608638
H6CA25151,"VINCE, LOU",DEM,2016,CA,H,25,C,C,C00577528
H6CA25169,"GUTZEIT, MARIA",DEM,2016,CA,H,25,C,C,C00578062
H6CA25177,"CAFORIO, BRYAN",DEM,2016,CA,H,25,C,C,C00597724
H6CA25185,"GAMBLE , VENICE JAYMES II",DEM,2016,CA,H,25,C,N,C00608109
H6CA25193,"BOMBERGER, JEFFREY",IND,2016,CA,H,25,C,N,C00615724
H6CA25201,"MOFFATT, JEFFREY",REP,2016,CA,H,25,C,N,
H6CA27280,"BARAJAS, RAMON MISTER III",REP,2016,CA,H,27,C,N,C00612572
H6CA27298,"SWEENEY, TIM",NPA,2016,CA,H,27,C,N,
H6CA28155,"GRAY, CASEY LOGSDON",REP,2016,CA,H,28,C,N,C00579482
H6CA28163,"SERETSKIY, YURIY",NON,2016,CA,H,6,C,N,C00585307
H6CA28171,"SOLIS, LENORE",REP,2016,CA,H,28,C,N,
H6CA29203,"BERNAL, BENITO BENNY",DEM,2016,CA,H,29,C,C,C00576579
H6CA29211,"SHAMMAS, JOSEPH IVARO",DEM,2016,CA,H,29,C,C,C00593194
H6CA29229,"ALARCON, RICHARD ANTHONY MR.",DEM,2016,CA,H,29,C,C,C00611939
H6CA29237,"GUZMAN, DAVID",DEM,2016,CA,H,29,C,C,C00614594
H6CA30177,"PATRICK, PATREA",DEM,2016,CA,H,30,C,N,C00621938
H6CA30185,"REED, MARK",REP,2016,CA,H,30,C,N,
H6CA30193,"TOWNSEND, CHRISTOPHER DAVID",REP,2016,CA,H,30,C,N,
H6CA31126,"GENOVESE, SAL",DEM,2016,CA,H,28,C,N,
H6CA31134,"FLYNN, SEAN MASAKI",REP,2016,CA,H,31,C,C,C00602722
H6CA31142,"BACA, JOE",REP,2016,CA,H,31,C,C,C00611376
H6CA31159,"AHMED, KAISAR",DEM,2016,CA,H,31,C,N,
H6CA32132,"HERNANDEZ, ROGER",DEM,2016,CA,H,32,C,C,C00596858
H6CA32140,"FISHER, GORDAN E.",REP,2016,CA,H,32,C,N,
H6CA33098,"JACKSON, SAMUEL",COM,2016,CA,H,33,C,N,C00585943
H6CA33106,"WRIGHT, KENNETH W DR.",REP,2016,CA,H,33,C,C,C00608430
H6CA34112,"LUNGREN, DANIEL E.",REP,2012,CA,H,7,C,P,C00390955
H6CA34229,"EDWARDS, ADRIENNE NICOLE",DEM,2016,CA,H,34,C,N,C00612242
H6CA34237,"MEJIA, KENNETH",DEM,2016,CA,H,34,C,N,C00616045
H6CA34245,"PEREZ, JOHN A",DEM,2017,CA,H,34,,N,C00629618
H6CA34252,"ARAMAYO, VANESSA",DEM,2020,CA,H,34,,N,
H6CA35127,"FISCHELLA, TYLER R",REP,2016,CA,H,35,C,N,C00610535
H6CA36158,"THOMPSON, KIRK WAYNE",REP,2016,CA,H,36,C,N,C00571364
H6CA36166,"WATSON, LUPE RAMOS",REP,2016,CA,H,36,C,N,
H6CA36174,"KEALY, DWIGHT",REP,2016,CA,H,36,C,C,C00595124
H6CA36182,"STONE, JEFFREY E",REP,2016,CA,H,36,C,C,C00603423
H6CA36190,"WOLKOWICZ, STEPHAN ""STEVEN""",REP,2016,CA,H,36,C,N,
H6CA37305,"HASAN, SHARIFF M",REP,2016,CA,H,37,C,N,C00609792
H6CA37313,"WIGGINS, CHRISTOPHER BLAKE",DEM,2016,CA,H,37,C,N,
H6CA38113,"ADAMS, SCOTT MICHAEL MR.",IND,2016,CA,H,38,C,C,C00613588
H6CA39020,"ROYCE, ED MR.",REP,2016,CA,H,39,I,C,C00200865
H6CA39137,"MURDOCK, BRETT",DEM,2016,CA,H,39,C,C,C00588699
H6CA40234,"CONAWAY, ROBERT DEAN",DEM,2014,CA,H,8,C,P,C00560656
H6CA40291,"GONZALEZ, ROMAN GABRIEL",NPA,2016,CA,H,40,C,N,
H6CA41174,"CONTRERAS, LOUIE A",REP,2016,CA,H,46,O,N,C00607408
H6CA41182,"SHEPHERD, DOUG",REP,2016,CA,H,41,C,C,C00589440
H6CA41190,"FOX, RANDY",REP,2016,CA,H,41,C,C,C00605469
H6CA41208,"RYAN, CODY",REP,2016,CA,H,41,C,N,
H6CA42099,"BACA, JOE",DEM,2014,CA,H,31,O,P,C00325449
H6CA44103,"BARRAGAN, NANETTE",DEM,2016,CA,H,44,O,C,C00577353
H6CA44111,"MUSANTE, MARCUS",DEM,2016,CA,H,44,O,C,C00578294
H6CA44129,"CASTILLO, CHRISTOPHER",REP,2016,CA,H,44,O,C,C00578682
H6CA44137,"ORTON, WILLIAM R. ""BILL""",DEM,2016,CA,H,44,O,N,C00581207
H6CA44145,"NAVARRO, OMAR",REP,2016,CA,H,43,O,N,C00592048
H6CA44152,"GIBSON, CHARLOTTE DIANE",DEM,2016,CA,H,44,O,N,
H6CA44160,"DELGADILLO, MARTHA C.",DEM,2016,CA,H,44,O,N,
H6CA44178,"ORTIZ, SYLVIA",DEM,2016,CA,H,44,O,N,
H6CA44186,"SOTOMAYOR, ARMANDO",DEM,2016,CA,H,44,O,N,
H6CA44194,"SIEGEL, RONALD",REP,2016,CA,H,44,O,N,
H6CA44202,"DE MAURICIO, MICHAEL",NPA,2016,CA,H,44,O,N,
H6CA45118,"GOURON, MAX M.D.",DEM,2016,CA,H,45,C,C,C00610881
H6CA46033,"SANCHEZ, LORETTA",DEM,2016,CA,H,46,I,C,C00326264
H6CA46108,"SCHOTT, LYNN",REP,2016,CA,H,46,O,C,C00577510
H6CA46116,"CORREA, JOSE LUIS (LOU) MR.",DEM,2016,CA,H,46,O,C,C00578302
H6CA46124,"SANCHEZ, HEBERTO M",DEM,2016,CA,H,46,O,N,C00579532
H6CA46132,"BRANDMAN, JORDAN",DEM,2016,CA,H,46,O,C,C00580928
H6CA46140,"NGUYEN, BAO QUOC",DEM,2016,CA,H,46,O,C,C00582338
H6CA46157,"DUNN, JOSEPH",DEM,2016,CA,H,46,O,C,C00583088
H6CA46165,"PETERSON, BOB",REP,2016,CA,H,46,O,C,C00612143
H6CA46173,"GAONA, RODOLFO RUDY",REP,2016,CA,H,46,O,N,
H6CA46181,"MARIN, NANCY TRINIDAD",NPA,2016,CA,H,46,O,N,
H6CA47031,"AVILA, ROSIE",REP,2008,CA,H,47,C,P,C00448183
H6CA48039,"CAMPBELL, JOHN BT III",REP,2014,CA,H,45,C,P,C00412312
H6CA48088,"GILCHRIST, JAMES W",CST,2006,CA,H,48,C,P,C00414151
H6CA48237,"SAVARY, SUZANNE JOYCE",DEM,2016,CA,H,48,C,C,C00588467
H6CA48245,"BAUGH, SCOTT",REP,2016,CA,H,48,C,C,C00607432
H6CA49102,"APPLEGATE, DOUGLAS LOREN",DEM,2016,CA,H,49,C,C,C00581595
H6CA49110,"WINGO , RYAN GLENN",NPA,2016,CA,H,49,C,N,
H6CA50258,"MALLOY, JEFFREY PATRICK",DEM,2016,CA,H,50,C,C,C00607325
H6CA50266,"MEISTERLIN, SCOTT C",REP,2016,CA,H,50,C,N,
H6CA50274,"SHIOURA, FUJI H.",NPA,2016,CA,H,50,C,N,
H6CA51066,"HIDALGO, JUAN M JR",REP,2016,CA,H,51,C,C,C00592311
H6CA51074,"SANCHEZ, CARLOS J MR",REP,2016,CA,H,51,C,C,C00609123
H6CA51082,"MERCADO, JUAN CARLOS",DEM,2016,CA,H,51,C,C,C00615450
H6CA52114,"ATKINSON, JACQUIE",REP,2016,CA,H,52,C,C,C00576140
H6CA52122,"CANADA, MIKE",REP,2016,CA,H,52,C,C,C00590661
H6CA52130,"GITSHAM, DENISE",REP,2016,CA,H,52,C,C,C00591685
H6CA52148,"HORST, JOHN H",REP,2016,CA,H,52,C,C,C00594168
H6CA52155,"ALLVORD, TERRY",REP,2016,CA,H,52,C,C,C00608059
H6CA53047,"ASH, JAMES",REP,2016,CA,H,53,C,C,C00573915
H6CA53054,"VELTMEYER, JAMES",REP,2016,CA,H,53,C,C,C00575860
H6CA53062,"MENDOZA, MATTHEW JAMES",REP,2016,CA,H,53,C,N,C00581702
H6CA53070,"WALPERT, NICHOLAS ""NICK""",DEM,2016,CA,H,53,C,N,
H6CO00036,"PALACIOS, ART",REP,2016,CO,H,,,N,
H6CO00044,"DAVIS, MARIE",NNE,2015,CO,H,0,C,N,
H6CO01141,"DEGETTE, DIANA L.",DEM,2016,CO,H,1,I,C,C00311639
H6CO01208,"STOKHAM, CHARLES WESLEY (CASPER)",REP,2016,CO,H,1,C,C,C00585265
H6CO01216,"DINGES, DARELL",LIB,2016,CO,H,1,C,N,
H6CO02149,"MORSE, NICHOLAS GRANT MR.",REP,2016,CO,H,2,C,C,C00591164
H6CO02156,"LONGSTRETH, RICHARD TIETJEN MR. III",LIB,2016,CO,H,2,C,N,C00616151
H6CO02164,"TODD, STEVEN S. MR.",DEM,2016,CO,H,2,C,N,C00616680
H6CO02172,"WILLMENG , CLIFF",GRE,2016,CO,H,2,C,N,
H6CO03139,"TIPTON, SCOTT R.",REP,2016,CO,H,3,I,C,C00470757
H6CO03162,"BRONSON, GORDON",DEM,2016,CO,H,3,C,N,C00613695
H6CO03170,"SCHWARTZ, GAIL SHERIDAN MS.",DEM,2016,CO,H,3,C,C,C00614073
H6CO03188,"BEINSTEIN, ALEXANDER",REP,2016,CO,H,3,C,N,
H6CO03196,"GAYLON, KENT",REP,2016,CO,H,3,C,N,
H6CO04160,"SEAY, BOB",DEM,2016,CO,H,4,C,C,C00586651
H6CO04178,"GRIFFITH, BRUCE",LIB,2016,CO,H,4,C,N,
H6CO04186,"HOWBERT , DONALD",UNK,2016,CO,H,4,C,N,
H6CO05159,"LAMBORN, DOUGLAS",REP,2016,CO,H,5,I,C,C00420745
H6CO05233,"PLOWRIGHT, MISTY",DEM,2016,CO,H,5,C,C,C00612226
H6CO05241,"VARGAS, CALANDRA",REP,2016,CO,H,5,C,C,C00614669
H6CO05258,"MARTINEZ, DONALD EDMUNDO",DEM,2016,CO,H,5,C,N,C00615369
H6CO05266,"MCREDMOND, MICHAEL",LIB,2016,CO,H,5,C,N,
H6CO05274,"IMRIE, CURTIS",UN,2016,CO,H,5,C,N,
H6CO06017,"NORRIS, CHARLES H",DEM,2016,CO,H,1,C,C,C00570754
